AÑO,CBML,CLASE_ACCIDENTE,DIRECCION,DIRECCION ENCASILLADA,DISEÑO,EXPEDIENTE,FECHA_ACCIDENTE,FECHA_ACCIDENTES,GRAVEDAD_ACCIDENTE,MES,NRO_RADICADO,NUMCOMUNA,BARRIO,COMUNA,LOCATION,X,Y
2017,1409,Volcamiento,CL 9 A CR 15 A,CL  009 A   015 A  000 00000,Tramo de via,A000595005,07/07/2017 10:40:00,2017-07-07T15:40:00.000Z,Con heridos,7,1588692,14,El Tesoro,El Poblado,"[-75.5520286484, 6.20619192958]",836795,1178266.67
2017,0519,Choque,CL 71 CR 65,CL  071   065  000 00000,Ciclo Ruta,A000595010,07/07/2017 11:40:00,2017-07-07T16:40:00.000Z,Con heridos,7,1588855,05,El Progreso,Castilla,"[-75.5775396071, 6.27149792053]",833991.29,1185499.05
2017,1001,Choque,CR 48 CL 65 F,CR  048   065 F  000 00000,Interseccion,A000595016,07/07/2017 12:00:00,2017-07-07T17:00:00.000Z,Con heridos,7,1588785,10,Prado,La Candelaria,"[-75.5588104718, 6.26156130655]",836061.4,1184393.93
2017,0308,Choque,CL 71 CR 34,CL  071   034  000 00000,Interseccion,A000595439,07/07/2017 12:00:00,2017-07-07T17:00:00.000Z,Solo daños,7,1589105,03,Manrique Oriental,Manrique,"[-75.54658464, 6.26566759843]",837416.02,1184844.38
2017,0409,Otro,CR 49 CL 71,CR  049   071  000 00000,Tramo de via,A000595030,07/07/2017 13:10:00,2017-07-07T18:10:00.000Z,Con heridos,7,1588711,04,Manrique Central No. 1,Aranjuez,"[-75.5592626092, 6.26662132585]",836012.93,1184953.83
2017,1102,Choque,CR 66 Norte CL 49 B,CR  066   049 B  000 00000,Interseccion,A000595253,07/07/2017 13:30:00,2017-07-07T18:30:00.000Z,Solo daños,7,1588772,11,Suramericana,Laureles Estadio,"[-75.5823524463, 6.25603743145]",833453.63,1183790.26
2017,8000,Otro,CR 62 CL 48,CR  062   048  000 00000,Tramo de via,A000595033,07/07/2017 16:30:00,2017-07-07T21:30:00.000Z,Con heridos,7,1588695,80,Cabecera San Antonio de Prado,Corregimiento de San Antonio de Prado,"[-75.6430373338, 6.177048407]",826709.95,1175071.49
2017,0514,Otro,CR 65 CL 91,CR  065   091  000 00000,Tramo de via,A000595050,07/07/2017 21:40:00,2017-07-08T02:40:00.000Z,Con heridos,7,1588714,05,Alfonso López,Castilla,"[-75.5721870772, 6.28231072854]",834587.2,1186693.52
2017,1409,Choque,CL 6 A CR 29,CL  006 A   029  000 00000,Tramo de via,A000595155,08/07/2017 10:30:00,2017-07-08T15:30:00.000Z,Con heridos,7,1588923,14,El Tesoro,El Poblado,"[-75.5593674003, 6.20404477054]",835981.88,1178031.41
2017,1020,Choque,CL 26 CR 38,CL  026   038  000 00000,Interseccion,A000595430,08/07/2017 11:30:00,2017-07-08T16:30:00.000Z,Solo daños,7,1588964,10,San Diego,La Candelaria,"[-75.565213039, 6.22469190174]",835341.14,1180317.29
2017,1116,Choque,CR 74 CL 49,CR  074   049  000 00000,Tramo de via,A000595403,08/07/2017 12:40:00,2017-07-08T17:40:00.000Z,Solo daños,7,1588981,11,U.D. Atanasio Girardot,Laureles Estadio,"[-75.5910612342, 6.25861615355]",832490.4,1184078.3
2017,1102,Choque,CL 49 B CR 67 A,CL  049 B   067 A  000 00000,Interseccion,A000595402,08/07/2017 14:55:00,2017-07-08T19:55:00.000Z,Solo daños,7,1588985,11,Suramericana,Laureles Estadio,"[-75.5836902779, 6.25665569886]",833305.73,1183859.08
2017,1401,Choque,CL 27 CR 46,CL  027   046  000 00000,Tramo de via,A000595471,08/07/2017 17:00:00,2017-07-08T22:00:00.000Z,Solo daños,7,1588990,14,Barrio Colombia,El Poblado,"[-75.5737197253, 6.22889703574]",834400.73,1180785.14
2017,1409,Choque,CR 29 CL 1,CR  029   001  000 00000,Tramo de via,A000595461,08/07/2017 18:00:00,2017-07-08T23:00:00.000Z,Solo daños,7,1588969,14,El Tesoro,El Poblado,"[-75.5592496628, 6.19898352199]",835993.35,1177471.48
2017,,Atropello,CL 1 Sur CR 77,CL S 001   077  000 00000,Tramo de via,A000595190,08/07/2017 20:00:00,2017-07-09T01:00:00.000Z,Con heridos,7,1588841,Sin Inf,,,"[-75.7037762763, 6.22141524356]",820000,1180000
2017,1207,Choque,CL 44 CR 90,CL  044   090  000 00000,Tramo de via,A000595400,08/07/2017 20:30:00,2017-07-09T01:30:00.000Z,Solo daños,7,1589122,12,El Danubio,La América,"[-75.6076579069, 6.25222389743]",830651.11,1183376.47
2017,0406,Otro,CL 67 CR 55,CL  067   055  000 00000,Tramo de via,A000597480,27/07/2017 08:30:00,2017-07-27T13:30:00.000Z,Con heridos,7,1591281,04,Universidad de Antioquia,Aranjuez,"[-75.5675880455, 6.26447785879]",835090.67,1184719.32
2017,0904,Choque,CL 45 AB CR 12,CL  045 AB  012  000 00000,Tramo de via,A000597646,27/07/2017 10:10:00,2017-07-27T15:10:00.000Z,Solo daños,7,1591329,09,Los Cerros El Vergel,Buenos Aires,"[-75.5414827318, 6.2304909639]",837969.95,1180951.46
2017,0511,Otro,CR 65 CL 97,CR  065   097  000 00000,Tramo de via,A000597300,25/07/2017 17:40:00,2017-07-25T22:40:00.000Z,Con heridos,7,1591001,05,Castilla,Castilla,"[-75.5696995962, 6.29164235009]",834865.49,1187725.04
2017,,Choque,CR 29 A CL 5 Sur,CR  029 A  S 005  000 00000,Interseccion,A000597361,25/07/2017 18:03:00,2017-07-25T23:03:00.000Z,Con heridos,7,1591102,Sin Inf,,,"[-75.7037762763, 6.22141524356]",820000,1180000
2017,,Volcamiento,CR 99 CL 99,CR  099   099  000 00000,Lote o Predio,A000597349,25/07/2017 18:20:00,2017-07-25T23:20:00.000Z,Con heridos,7,1591029,Sin Inf,,,"[-75.7037762763, 6.22141524356]",820000,1180000
2017,1114,Otro,CR 80 CL 52 B,CR  080   052 B  000 00000,Tramo de via,A000597352,25/07/2017 20:00:00,2017-07-26T01:00:00.000Z,Con heridos,7,1590998,11,Los Colores,Laureles Estadio,"[-75.5960928993, 6.26626765852]",831935.85,1184926.36
2017,1204,Caida Ocupante,CL 44 CR 82,CL  044   082  000 00000,Tramo de via,A000597367,26/07/2017 06:40:00,2017-07-26T11:40:00.000Z,Con heridos,7,1591176,12,La América,La América,"[-75.6034830384, 6.25054158643]",831112.73,1183189.02
2017,1602,Choque,CR 70 CL 32 B,CR  070   032 B  000 00000,Tramo de via,A000596597,26/07/2017 08:52:00,2017-07-26T13:52:00.000Z,Solo daños,7,1591371,16,Rosales,Belén,"[-75.5916465571, 6.23597147273]",832418.4,1181573.41
2017,0807,Choque,CR 24 CL 59,CR  024   059  000 00000,Tramo de via,A000597532,26/07/2017 10:25:00,2017-07-26T15:25:00.000Z,Solo daños,7,1591221,08,Los Mangos,Villa Hermosa,"[-75.5465979879, 6.25146556845]",837410.15,1183273.31
2017,1005,Choque,CR 57 CL 57,CR  057   057  000 00000,Glorieta,A000597533,26/07/2017 10:25:00,2017-07-26T15:25:00.000Z,Solo daños,7,1591382,10,Estación Villa,La Candelaria,"[-75.5718144385, 6.25702697606]",834620.48,1183896.4
2017,1404,Choque,CR 43 A CL 17,CR  043 A   017  000 00000,Interseccion,A000660947,27/07/2017 14:00:00,2017-07-27T19:00:00.000Z,Solo daños,7,1591852,14,Castropol,El Poblado,"[-75.5695979371, 6.21907939547]",834853.96,1179697.78
2017,0402,Atropello,CR 50 A CL 92,CR  050 A   092  000 00000,Tramo de via,A000597594,27/07/2017 20:00:00,2017-07-28T01:00:00.000Z,Con heridos,7,1591265,04,San Isidro,Aranjuez,"[-75.5586903512, 6.28339364555]",836081.52,1186809.07
2017,1018,Choque,CL 58 CR 47,CL  058   047  000 00000,Interseccion,A000590926,28/07/2017 07:10:00,2017-07-28T12:10:00.000Z,Solo daños,7,1591508,10,Villa Nueva,La Candelaria,"[-75.562271035, 6.25475110388]",835676.2,1183641.64
2017,1013,Choque,CL 46 CR 43,CL  046   043  000 00000,Tramo de via,A000661253,28/07/2017 09:50:00,2017-07-28T14:50:00.000Z,Solo daños,7,1592236,10,Barrio Colón,La Candelaria,"[-75.564724568, 6.24368644381]",835401.14,1182418.39
2017,0906,Choque,CR 29 CL 51,CR  029   051  000 00000,Interseccion,A000660925,28/07/2017 15:40:00,2017-07-28T20:40:00.000Z,Solo daños,7,1591867,09,Barrio Caicedo,Buenos Aires,"[-75.5513162827, 6.24179418752]",836884.85,1182204.89
2017,0514,Caida Ocupante,CL 91 CR 72,CL  091   072  000 00000,Tramo de via,A000597696,28/07/2017 17:10:00,2017-07-28T22:10:00.000Z,Con heridos,7,1591475,05,Alfonso López,Castilla,"[-75.5781629869, 6.28555428037]",833926.74,1187054.23
2017,0605,Choque,CR 73 CL 97,CR  073   097  000 00000,Interseccion,A000597705,28/07/2017 17:45:00,2017-07-28T22:45:00.000Z,Con heridos,7,1591589,06,La Esperanza,Doce de Octubre,"[-75.5758625258, 6.29365300734]",834183.95,1187949.42
2017,1509,Choque,CL 4 Sur CR 48,CL S 004   048  000 00000,Tramo de via,A000597715,28/07/2017 19:45:00,2017-07-29T00:45:00.000Z,Con heridos,7,1591756,15,Cristo Rey,Guayabal,"[-75.5790891427, 6.20378755265]",833798.43,1178009.1
2017,0810,Atropello,CR 25 CL 55,CR  025   055  000 00000,Lote o Predio,A000597721,28/07/2017 22:00:00,2017-07-29T03:00:00.000Z,Con heridos,7,1591446,08,El Pinal,Villa Hermosa,"[-75.5468275281, 6.24304381636]",837382.14,1182341.74
2017,1507,Choque,CR 65 CL 4,CR  065   004  000 00000,Tramo de via,A000660932,29/07/2017 01:30:00,2017-07-29T06:30:00.000Z,Solo daños,7,1591771,15,Campo Amor,Guayabal,"[-75.5870384089, 6.21174723925]",832920.88,1178892.14
2017,1510,Choque,CR 52 CL 9 Sur,CR  052  S 009  000 00000,Tramo de via,A000597773,29/07/2017 06:40:00,2017-07-29T11:40:00.000Z,Con heridos,7,1591548,15,Guayabal,Guayabal,"[-75.5880531985, 6.20145960167]",832805.29,1177754.39
2017,0803,Choque,CR 36 A CL 63,CR  036 A   063  000 00000,Tramo de via,A000660647,29/07/2017 06:40:00,2017-07-29T11:40:00.000Z,Solo daños,7,1591507,08,San Miguel,Villa Hermosa,"[-75.5508407623, 6.25438833615]",836941.39,1183597.95
2017,0607,Atropello,CR 77 CL 91 A,CR  077   091 A  000 00000,Lote o Predio,A000597795,29/07/2017 10:15:00,2017-07-29T15:15:00.000Z,Con heridos,7,1591547,06,Kennedy,Doce de Octubre,"[-75.5829751029, 6.28741868315]",833394.67,1187262.01
2017,1603,Choque,CR 78 CL 31,CR  078   031  000 00000,Tramo de via,A000660953,29/07/2017 12:20:00,2017-07-29T17:20:00.000Z,Solo daños,7,1591866,16,Belén,Belén,"[-75.5982607793, 6.23269965567]",831685.14,1181213.57
2017,1009,Choque,CR 62 CL 44,CR  062   044  000 00000,Tramo de via,A000597784,29/07/2017 12:45:00,2017-07-29T17:45:00.000Z,Con heridos,7,1591600,10,La Alpujarra,La Candelaria,"[-75.579623018, 6.24694113696]",833752.9,1182783.12
2017,1110,Choque,CR 82 A CL 34,CR  082 A   034  000 00000,Interseccion,A000596614,29/07/2017 13:48:00,2017-07-29T18:48:00.000Z,Solo daños,7,1591815,11,La Castellana,Laureles Estadio,"[-75.6051207916, 6.24129000423]",830928.46,1182166.08
2017,1403,Choque,CL 14 CR 48,CL  014   048  000 00000,Tramo de via,A000660844,29/07/2017 14:15:00,2017-07-29T19:15:00.000Z,Solo daños,7,1591688,14,Villa Carlota,El Poblado,"[-75.5757846782, 6.21454100883]",834167.63,1179197.66
2017,1114,Choque,CR 79 CL 52 B,CR  079   052 B  000 00000,Interseccion,A000660955,29/07/2017 14:40:00,2017-07-29T19:40:00.000Z,Solo daños,7,1591888,11,Los Colores,Laureles Estadio,"[-75.5946302136, 6.2657833068]",832097.61,1184872.31
2017,0907,Choque,CR 30 CL 48 A,CR  030   048 A  000 00000,Tramo de via,A000660833,29/07/2017 18:20:00,2017-07-29T23:20:00.000Z,Solo daños,7,1591685,09,Buenos Aires,Buenos Aires,"[-75.5531069902, 6.24050725564]",836686.22,1182063.08
2017,1114,Choque,CR 80 CL 52,CR  080   052  000 00000,Tramo de via,A000660882,29/07/2017 23:10:00,2017-07-30T04:10:00.000Z,Solo daños,7,1591664,11,Los Colores,Laureles Estadio,"[-75.5963306991, 6.26518602759]",831909.18,1184806.78
2017,0408,Choque,CR 50 CL 75 C,CR  050   075 C  000 00000,Lote o Predio,A000660707,30/07/2017 13:00:00,2017-07-30T18:00:00.000Z,Con heridos,7,1591740,04,San Pedro,Aranjuez,"[-75.5599143347, 6.26931790646]",835941.63,1185252.34
2017,0708,Choque,CR 72 A CL 78 B,CR  072 A   078 B  000 00000,Interseccion,A000661245,30/07/2017 14:50:00,2017-07-30T19:50:00.000Z,Solo daños,7,1592164,07,Altamira,Robledo,"[-75.5814191581, 6.27715993188]",833563.64,1186126.64
2017,1103,Choque,CL 44 CR 68,CL  044   068  000 00000,Tramo de via,A000596616,30/07/2017 15:53:00,2017-07-30T20:53:00.000Z,Solo daños,7,1591839,11,Naranjal,Laureles Estadio,"[-75.5859405418, 6.24887334076]",833054.16,1182998.87
2017,1311,Otro,CR 107 CL 35,CR  107   035  000 00000,Lote o Predio,A000660725,30/07/2017 22:10:00,2017-07-31T03:10:00.000Z,Con heridos,7,1591745,13,Belencito,San Javier,"[-75.6201198369, 6.24768124172]",829270.09,1182877.96
2017,0511,Otro,CL 98 CR 66,CL  098   066  000 00000,Tramo de via,A000660751,31/07/2017 05:00:00,2017-07-31T10:00:00.000Z,Con heridos,7,1591841,05,Castilla,Castilla,"[-75.5700310629, 6.29325722979]",834829.31,1187903.79
2017,1621,Choque,CL 30 CR 49,CL  030   049  000 00000,Puente,A000660733,31/07/2017 05:50:00,2017-07-31T10:50:00.000Z,Con heridos,7,1591820,16,Cerro Nutibara,Belén,"[-75.5759582208, 6.23144445578]",834153.72,1181067.65
2017,1018,Choque,CL 55 CR 45,CL  055   045  000 00000,Interseccion,A000660734,31/07/2017 06:10:00,2017-07-31T11:10:00.000Z,Con heridos,7,1591788,10,Villa Nueva,La Candelaria,"[-75.561984532, 6.25127554113]",835706.83,1183257.07
2017,0402,Choque,CR 51 CL 95,CR  051   095  000 00000,Interseccion,A000660950,31/07/2017 08:50:00,2017-07-31T13:50:00.000Z,Solo daños,7,1591860,04,San Isidro,Aranjuez,"[-75.5609499254, 6.28730221484]",835832.63,1187242.16
2017,0413,Otro,CR 52 CL 84,CR  052   084  000 00000,Tramo de via,A000660750,31/07/2017 10:00:00,2017-07-31T15:00:00.000Z,Con heridos,7,1591800,04,Aranjuez,Aranjuez,"[-75.5640051221, 6.27779226568]",835491.46,1186191.09
2017,0711,Atropello,CL 80 CR 79,CL  080   079  000 00000,Lote o Predio,A000660771,31/07/2017 10:00:00,2017-07-31T15:00:00.000Z,Con heridos,7,1591976,07,El Diamante,Robledo,"[-75.5843471165, 6.28440827151]",833241.84,1186929.42
2017,0207,Choque,CR 46 A CL 105,CR  046 A   105  000 00000,Tramo de via,A000660765,31/07/2017 12:30:00,2017-07-31T17:30:00.000Z,Con heridos,7,1591785,02,Villa del Socorro,Santa Cruz,"[-75.5522675919, 6.29463100846]",836795.97,1188050.18
2017,1605,Otro,CR 76 CL 21,CR  076   021  000 00000,Interseccion,A000660769,31/07/2017 13:00:00,2017-07-31T18:00:00.000Z,Con heridos,7,1591804,16,San Bernardo,Belén,"[-75.5970931325, 6.22502613687]",831811.96,1180364.31
2017,0508,Choque,CR 64 B CL 103 C,CR  064 B   103 C  000 00000,Interseccion,A000660766,31/07/2017 13:30:00,2017-07-31T18:30:00.000Z,Con heridos,7,1591791,05,Belalcázar,Castilla,"[-75.5663624943, 6.29670329274]",835236.47,1188283.85
2017,0404,Choque,CL 89 CR 54 C,CL  089   054 C  000 00000,Tramo de via,A000661033,31/07/2017 14:20:00,2017-07-31T19:20:00.000Z,Solo daños,7,1591851,04,Bermejal-Los Alamos,Aranjuez,"[-75.5656557758, 6.28150104854]",835309.91,1186601.89
2017,1410,Choque,CR 30 CL 1 A Sur,CR  030  S 001 A  000 00000,Tramo de via,A000596625,31/07/2017 15:25:00,2017-07-31T20:25:00.000Z,Solo daños,7,1592178,14,Los Naranjos,El Poblado,"[-75.562564575, 6.20002293502]",835626.68,1177587.49
2017,1209,Choque,CL 35 CR 93,CL  035   093  000 00000,Tramo de via,A000661027,31/07/2017 15:30:00,2017-07-31T20:30:00.000Z,Solo daños,7,1591895,12,Santa Mónica,La América,"[-75.6160452065, 6.2475267601]",829721.11,1182859.55
2017,1013,Choque,CL 41 CR 45,CL  041   045  000 00000,Tramo de via,A000660778,31/07/2017 16:30:00,2017-07-31T21:30:00.000Z,Con heridos,7,1591942,10,Barrio Colón,La Candelaria,"[-75.5688585352, 6.24078532564]",834942.6,1182098.75
2017,1019,Atropello,CR 53 CL 48,CR  053   048  000 00000,Tramo de via,A000660775,31/07/2017 17:00:00,2017-07-31T22:00:00.000Z,Con heridos,7,1591974,10,La Candelaria,La Candelaria,"[-75.5711663088, 6.24882628872]",834689.65,1182989
2017,0403,Choque,CR 55 CL 54,CR  055   054  000 00000,Tramo de via,A000661060,31/07/2017 17:50:00,2017-07-31T22:50:00.000Z,Solo daños,7,1591929,04,Palermo,Aranjuez,"[-75.5639960441, 6.28926645777]",835496.07,1187460.41
2017,1005,Choque,CL 54 CR 52,CL  054   052  000 00000,Tramo de via,A000661044,31/07/2017 18:50:00,2017-07-31T23:50:00.000Z,Solo daños,7,1591906,10,Estación Villa,La Candelaria,"[-75.5682663735, 6.2543412664]",835012.4,1183598.18
2017,0712,Choque,CL 80 CR 94 B,CL  080   094 B  000 00000,Lote o Predio,A000660802,31/07/2017 20:00:00,2017-08-01T01:00:00.000Z,Con heridos,7,1591952,07,Aures No. 2,Robledo,"[-75.5935349327, 6.29194027312]",832227.23,1187765.59
2017,1422,Volcamiento,CR 43 C CL 7 Sur,CR  043 C  S 007  000 00000,Tramo de via,A000661056,31/07/2017 21:30:00,2017-08-01T02:30:00.000Z,Solo daños,7,1591915,14,La Aguacatala,El Poblado,"[-75.5755631289, 6.19850069514]",834187.14,1177423.14
2017,1016,Choque,CR 39 CL 50,CR  039   050  000 00000,,,03/01/2017 09:41:00,2017-01-03T14:41:00.000Z,Con muertos,1,050016000206201700207,10,Boston,La Candelaria,"[-75.5595873049, 6.24549973387]",835970.4,1182617.38
2017,60980480037,Atropello,CL 63 B CR 117 F - 35,CL  063 B   117 F  035 00000,,A000494352,17/01/2017 15:35:00,2017-01-17T20:35:00.000Z,Con muertos,1,02394,60,Área de Expansión Pajarito,Corregimiento de San Cristóbal,"[-75.6229369859, 6.27990858078]",828968.72,1186444.09
2017,0516,Atropello,CR 65 CL 79,CR  065   079  000 00000,,A000497733,12/02/2017 16:30:00,2017-02-12T21:30:00.000Z,Con muertos,2,07660,05,Terminal de Transporte,Castilla,"[-75.5737520533, 6.27541592639]",834411.79,1185931.28
2017,0511,Choque,CR 66 CL 96,CR  066   096  000 00000,Interseccion,A000661129,01/08/2017 08:30:00,2017-08-01T13:30:00.000Z,Solo daños,8,1592013,05,Castilla,Castilla,"[-75.5708153053, 6.29062419711]",834741.67,1187612.76
2017,1507,Choque,CR 52 CL 10,CR  052   010  000 00000,Glorieta,A000661257,01/08/2017 09:50:00,2017-08-01T14:50:00.000Z,Solo daños,8,1592163,15,Campo Amor,Guayabal,"[-75.5819647769, 6.2150191006]",833483.6,1179252.49
2017,1511,Choque,CL 13 Sur CR 51 C,CL S 013   051 C  000 00000,Tramo de via,A000661127,01/08/2017 11:30:00,2017-08-01T16:30:00.000Z,Solo daños,8,1592020,15,La Colina,Guayabal,"[-75.5905297875, 6.1957033002]",832529.29,1177118.38
2017,1019,Choque,CR 46 CL 49,CR  046   049  000 00000,Interseccion,A000660973,01/08/2017 12:05:00,2017-08-01T17:05:00.000Z,Con heridos,8,1592188,10,La Candelaria,La Candelaria,"[-75.5658318112, 6.247562758]",835279.78,1182847.55
2017,1117,Atropello,CL 44 CR 73,CL  044   073  000 00000,Tramo de via,A000660992,01/08/2017 16:30:00,2017-08-01T21:30:00.000Z,Con heridos,8,1592196,11,Florida Nueva,Laureles Estadio,"[-75.5923224714, 6.24960111841]",832347.91,1183081.41
2017,0408,Atropello,CR 50 CL 74,CR  050   074  000 00000,Interseccion,A000661014,01/08/2017 19:50:00,2017-08-02T00:50:00.000Z,Con heridos,8,1592067,04,San Pedro,Aranjuez,"[-75.5599143347, 6.26931790646]",835941.63,1185252.34
2017,1607,Choque,CR 70 CL 9 - 10,CR  070   009  010 00000,,,20/02/2017 06:20:00,2017-02-20T11:20:00.000Z,Con muertos,2,08956,16,Inst,In,"[-75.5930731856, 6.21625806097]",832254.21,1179393.06
2017,1020,Atropello,CR 43 A CL 34,CR  043 A   034  000 00000,,A000580279,11/03/2017 13:10:00,2017-03-11T18:10:00.000Z,Con muertos,3,13231,10,San Diego,La Candelaria,"[-75.5702052616, 6.23450856533]",834791.55,1181404.81
2017,1601,Choque,CL 30 CR 65,CL  030   065  000 00000,,A000588012,12/05/2017 07:01:00,2017-05-12T12:01:00.000Z,Con muertos,5,25410,16,Fátima,Belén,"[-75.5827699774, 6.23177841285]",833399.74,1181106.74
2017,6084,Atropello,CR 121 CL 57,CR  121   057  000 00000,,A000591999,12/06/2017 18:15:00,2017-06-12T23:15:00.000Z,Con muertos,6,31023,60,Suburbano La Loma,Corregimiento de San Cristóbal,"[-75.6278563282, 6.2740732277]",828422.26,1185800.15
2017,1621,Choque,CR 50 CL 29,CR  050   029  000 00000,,A000592395,14/06/2017 14:30:00,2017-06-14T19:30:00.000Z,Con muertos,6,31435,16,Cerro Nutibara,Belén,"[-75.5752848764, 6.23124867284]",834228.2,1181045.78
2017,8000,Choque,CR 63 CL 51,CR  063   051  000 00000,,,07/07/2017 23:30:00,2017-07-08T04:30:00.000Z,Con muertos,7,35585,80,Cabecera San Antonio de Prado,Corregimiento de San Antonio de Prado,"[-75.6448250523, 6.17610549407]",826511.71,1174967.76
2017,1621,Caida Ocupante,CR 50 CL 29,CR  050   029  000 00000,Tramo de via,A000661067,01/08/2017 20:30:00,2017-08-02T01:30:00.000Z,Con heridos,8,1592057,16,Cerro Nutibara,Belén,"[-75.5752848764, 6.23124867284]",834228.2,1181045.78
2017,1401,Choque,CL 24 CR 43 G,CL  024   043 G  000 00000,Tramo de via,A000661086,02/08/2017 07:55:00,2017-08-02T12:55:00.000Z,Con heridos,8,1592299,14,Barrio Colombia,El Poblado,"[-75.5725493993, 6.22548220951]",834529.22,1180407.01
2017,0516,Choque,CR 64 C CL 78,CR  064 C   078  000 00000,Glorieta,A000661254,02/08/2017 08:00:00,2017-08-02T13:00:00.000Z,Solo daños,8,1592187,05,Terminal de Transporte,Castilla,"[-75.5707481213, 6.2760600736]",834744.51,1186001.59
2017,1114,Choque,CR 80 CL 50,CR  080   050  000 00000,Glorieta,A000661544,02/08/2017 08:50:00,2017-08-02T13:50:00.000Z,Solo daños,8,1592491,11,Los Colores,Laureles Estadio,"[-75.5967277363, 6.26375211873]",831864.77,1184648.28
2017,1603,Choque,CR 80 CL 30,CR  080   030  000 00000,Glorieta,A000661379,02/08/2017 10:30:00,2017-08-02T15:30:00.000Z,Solo daños,8,1592347,16,Belén,Belén,"[-75.6006896809, 6.23107041857]",831415.73,1181034.11
2017,0407,Choque,CL 67 CR 53,CL  067   053  000 00000,Interseccion,A000661375,02/08/2017 14:30:00,2017-08-02T19:30:00.000Z,Solo daños,8,1592349,04,Sevilla,Aranjuez,"[-75.5675362654, 6.2644401299]",835096.39,1184715.13
2017,0517,Choque,CR 64 C CL 66,CR  064 C   066  000 00000,Tramo de via,A000661349,02/08/2017 15:30:00,2017-08-02T20:30:00.000Z,Solo daños,8,1592230,05,Caribe,Castilla,"[-75.5726518156, 6.26523832517]",834530.37,1184805.04
2017,1205,Choque,CR 82 CL 47,CR  082   047  000 00000,Interseccion,A000661183,02/08/2017 17:15:00,2017-08-02T22:15:00.000Z,Con heridos,8,1592287,12,La Floresta,La América,"[-75.6003009318, 6.25703058182]",831467.07,1183905.85
2017,0517,Choque,CR 64 C Norte CL 67,CR  064 C   067  000 00000,Tramo de via,A000661348,02/08/2017 17:15:00,2017-08-02T22:15:00.000Z,Solo daños,8,1592233,05,Caribe,Castilla,"[-75.5750857694, 6.26472905268]",834260.78,1184749.47
2017,1203,Choque,CR 80 CL 44 B,CR  080   044 B  000 00000,Tramo de via,A000661338,02/08/2017 18:20:00,2017-08-02T23:20:00.000Z,Solo daños,8,1592180,12,Los Pinos,La América,"[-75.6016962668, 6.25208031597]",831311.02,1183358.67
2017,1106,Choque,CQ 1 CR 66 B,CQ  001   066 B  000 00000,Interseccion,A000596650,03/08/2017 10:46:00,2017-08-03T15:46:00.000Z,Solo daños,8,1592714,11,U.P.B.,Laureles Estadio,"[-75.5860135159, 6.24315724982]",833044.27,1182366.55
2017,0517,Otro,CR 64 C CL 72,CR  064 C   072  000 00000,Tramo de via,A000661277,03/08/2017 12:50:00,2017-08-03T17:50:00.000Z,Con heridos,8,1592322,05,Caribe,Castilla,"[-75.5739606743, 6.27039040864]",834387.11,1185375.4
2017,0405,Choque,CR 53 CL 77,CR  053   077  000 00000,Interseccion,A000662044,03/08/2017 13:00:00,2017-08-03T18:00:00.000Z,Solo daños,8,1592880,04,Moravia,Aranjuez,"[-75.5656817553, 6.2726085275]",835304.24,1185618.17
2017,,Choque,CR 83 CL 48 Sur,CR  083  S 048  000 00000,Tramo de via,A000661452,03/08/2017 14:00:00,2017-08-03T19:00:00.000Z,Solo daños,8,1592320,Sin Inf,,,"[-75.7037762763, 6.22141524356]",820000,1180000
2017,1202,Choque,CR 81 A CL 50,CR  081 A   050  000 00000,Interseccion,A000661275,03/08/2017 16:15:00,2017-08-03T21:15:00.000Z,Con heridos,8,1592438,12,Calasanz,La América,"[-75.5983547543, 6.26383644401]",831684.69,1184658.13
2017,1004,Choque,CL 58 CR 57,CL  058   057  000 00000,Tramo de via,A000661453,03/08/2017 19:00:00,2017-08-04T00:00:00.000Z,Solo daños,8,1592333,10,El Chagualo,La Candelaria,"[-75.5718989368, 6.25824699034]",834611.51,1184031.39
2017,0516,Choque,CR 64 C CL 78,CR  064 C   078  000 00000,Tramo de via,A000661459,03/08/2017 20:00:00,2017-08-04T01:00:00.000Z,Solo daños,8,1592457,05,Terminal de Transporte,Castilla,"[-75.5707481213, 6.2760600736]",834744.51,1186001.59
2017,1004,Choque,CL 67 CR 55,CL  067   055  000 00000,Tramo de via,A000661408,04/08/2017 05:00:00,2017-08-04T10:00:00.000Z,Con heridos,8,1592377,10,El Chagualo,La Candelaria,"[-75.567606877, 6.26439690081]",835088.56,1184710.37
2017,1108,Choque,CR 74 CL 40,CR  074   040  000 00000,Tramo de via,A000661543,04/08/2017 06:20:00,2017-08-04T11:20:00.000Z,Solo daños,8,1592490,11,Laureles,Laureles Estadio,"[-75.5938138269, 6.24681997399]",832181.93,1182774.22
2017,,Otro,CR 73 CL 69,CR  073   069  000 00000,Tramo de via,A000661392,04/08/2017 06:30:00,2017-08-04T11:30:00.000Z,Con heridos,8,1592373,Sin Inf,,,"[-75.7037762763, 6.22141524356]",820000,1180000
2017,1103,Caida Ocupante,CL 44 CR 69,CL  044   069  000 00000,Tramo de via,A000661424,04/08/2017 07:30:00,2017-08-04T12:30:00.000Z,Con heridos,8,1592386,11,Naranjal,Laureles Estadio,"[-75.5874967312, 6.24906394802]",832881.95,1183020.45
